id,app_or_website,customer_collects,customer_segmentation,is_a_repeat_order,lead_time,n_customer_notes,n_items_above_quantity_10,n_listed_addresses,n_listed_payment_methods,n_previous_cancelled_orders,n_previous_completed_orders,n_small_items,payment_type,slot_date,store_number,total_price
TID14819,website,1.0,group_1,0.0,4.121376779976224,1.0,0.0,2.0,2.0,0.0,0.0,2.0,debit,2019-10-02 00:00:00,id_65,92.97555515328315
TID02729,website,0.0,group_4,0.0,114.95820383035253,0.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-10-06 00:00:00,id_99,61.41148019017746
TID07376,website,0.0,group_1,0.0,104.80762474543923,0.0,1.0,2.0,2.0,0.0,0.0,1.0,debit,2019-12-03 00:00:00,id_65,50.40843790620239
TID17868,website,0.0,group_5,0.0,39.65594186987527,0.0,1.0,1.0,2.0,0.0,0.0,4.0,debit,2019-08-13 00:00:00,id_26,66.85014580358455
TID20538,website,0.0,group_1,0.0,127.31107495094416,1.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-09-15 00:00:00,id_51,54.796638767653164
TID03153,website,0.0,group_1,0.0,59.302208347691256,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-25 00:00:00,id_50,43.871283514957035
TID03780,app,0.0,group_1,0.0,92.11374655811669,0.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-10-19 00:00:00,id_22,54.03060159521941
TID10767,website,0.0,group_4,0.0,17.41441976927496,1.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2019-08-23 00:00:00,id_32,62.03990464131864
TID17326,website,0.0,group_4,0.0,94.5745156089798,1.0,2.0,1.0,2.0,0.0,0.0,5.0,credit,2019-08-21 00:00:00,id_33,99.84084299196985
TID20540,website,0.0,group_1,0.0,98.063661214964,2.0,1.0,1.0,2.0,0.0,0.0,1.0,debit,2019-11-12 00:00:00,id_37,55.89083434658451
TID11906,website,0.0,group_2,0.0,105.8844354781553,2.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-12-02 00:00:00,id_67,54.85867123618451
TID20622,website,0.0,group_6,0.0,79.77885946815692,1.0,0.0,3.0,2.0,0.0,0.0,2.0,credit,2019-10-19 00:00:00,id_83,111.0959528234409
TID10540,app,0.0,group_1,0.0,314.7327626047421,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-11-09 00:00:00,id_21,33.61475808547042
TID24140,website,,group_4,0.0,25.954240420220902,1.0,1.0,1.0,1.0,0.0,0.0,1.0,debit,2019-11-12 00:00:00,id_14,52.87812656200835
TID10956,app,0.0,group_1,0.0,79.93999132427545,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-11-01 00:00:00,id_39,42.407913402216344
TID35174,whoosh,0.0,group_1,,0.3744095248425906,1.0,1.0,1.0,,0.0,11.0,0.0,debit,2019-10-29 00:00:00,id_55,40.784106355353224
TID12655,website,0.0,group_1,0.0,10.27863244497954,0.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-10-18 00:00:00,id_69,69.24335323600516
TID21649,app,0.0,group_1,0.0,37.40886764992163,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-20 00:00:00,id_32,61.715690302144786
TID01680,website,0.0,group_4,0.0,0.16462098492320262,2.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-11-14 00:00:00,id_82,63.676929937127696
TID30754,app,0.0,group_1,0.0,25.86564235638868,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-09-15 00:00:00,id_6,51.428988517141185
TID04415,website,0.0,group_1,0.0,126.84030192627293,3.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-11-29 00:00:00,id_87,54.03060159521941
TID22526,whoosh,0.0,group_1,,7.7083943525920064,1.0,0.0,1.0,,0.0,1.0,1.0,debit,2019-09-13 00:00:00,id_27,40.784106355353224
TID27789,app,0.0,group_4,0.0,4.184828603733564,0.0,2.0,1.0,1.0,0.0,0.0,1.0,debit,2019-08-19 00:00:00,id_89,64.24117034196198
TID32002,app,0.0,group_1,0.0,36.87048061761894,0.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2019-09-20 00:00:00,id_24,56.61145454534141
TID32311,app,0.0,group_1,0.0,36.50806302688197,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-20 00:00:00,id_39,61.715690302144786
TID29128,website,0.0,group_4,0.0,83.8590235819159,2.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-28 00:00:00,id_2,72.57079681866622
TID29600,app,0.0,group_1,0.0,23.11414482948756,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-09-16 00:00:00,id_18,51.428988517141185
TID14862,website,,group_1,0.0,214.03611344151204,1.0,2.0,1.0,2.0,0.0,0.0,5.0,debit,2019-09-27 00:00:00,id_7,54.52252146250021
TID20757,app,0.0,group_1,0.0,52.87394356229815,0.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-22 00:00:00,id_12,42.407913402216344
TID04419,whoosh,0.0,group_1,,29.63540852673121,0.0,0.0,1.0,,0.0,0.0,2.0,debit,2019-11-09 00:00:00,id_20,51.428988517141185
TID15477,website,0.0,group_2,0.0,34.309433954964476,1.0,2.0,3.0,0.0,0.0,0.0,0.0,debit,2019-08-26 00:00:00,id_87,71.35080098360487
TID20657,app,0.0,group_1,0.0,48.722804172657604,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-08-22 00:00:00,id_47,74.18557739342863
TID27346,app,0.0,group_1,0.0,36.12343816852075,1.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-08-05 00:00:00,id_89,42.13800524296774
TID04140,website,0.0,group_4,0.0,26.34775915574815,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-18 00:00:00,id_19,68.28277875698875
TID13875,whoosh,0.0,group_5,,4.234315496475134,0.0,1.0,1.0,,0.0,0.0,3.0,debit,2019-08-27 00:00:00,id_29,98.99415848627366
TID18745,app,0.0,group_1,0.0,1.3093471590557004,0.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-11-01 00:00:00,id_79,56.61145454534141
TID11316,app,0.0,group_1,0.0,279.2808845148587,1.0,1.0,1.0,1.0,0.0,0.0,2.0,debit,2019-09-17 00:00:00,id_78,46.95457586793554
TID09287,website,0.0,group_1,0.0,11.813831892039232,2.0,2.0,1.0,2.0,0.0,0.0,0.0,debit,2019-08-05 00:00:00,id_90,74.18557739342863
TID15443,app,0.0,group_1,0.0,107.45660096212609,0.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-10 00:00:00,id_85,49.2002612542528
TID13968,website,0.0,group_1,0.0,34.4089888036274,0.0,1.0,1.0,1.0,0.0,0.0,2.0,debit,2019-10-15 00:00:00,id_10,78.44062656666785
TID15840,website,0.0,group_1,0.0,45.4283248075685,1.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-11-09 00:00:00,id_44,55.89083434658451
TID21343,website,0.0,group_4,0.0,37.82723470800658,0.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-09-03 00:00:00,id_70,87.07711848459653
TID15766,app,0.0,group_1,0.0,65.63757503852888,0.0,0.0,1.0,3.0,0.0,0.0,4.0,credit,2019-11-28 00:00:00,id_0,70.55865121983884
TID01901,whoosh,1.0,group_1,,0.8681503801797353,0.0,0.0,1.0,,0.0,1.0,1.0,debit,2019-10-30 00:00:00,id_80,52.99252167070896
TID21440,website,0.0,group_2,0.0,291.8324543498241,1.0,2.0,1.0,2.0,0.0,0.0,4.0,debit,2019-09-30 00:00:00,id_51,49.76293396176134
TID29213,website,0.0,group_4,0.0,21.557978749797876,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-18 00:00:00,id_45,68.28277875698875
TID36047,website,0.0,group_1,0.0,9.840594494321259,2.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-26 00:00:00,id_28,63.066405878790896
TID31355,website,0.0,group_1,0.0,17.13996229952162,0.0,2.0,1.0,2.0,0.0,0.0,4.0,debit,2019-11-10 00:00:00,id_20,58.35009645264586
TID10600,whoosh,0.0,group_1,,4.3949854606959855,0.0,2.0,1.0,,0.0,2.0,0.0,debit,2019-11-18 00:00:00,id_97,46.157735510055225
TID16239,website,0.0,group_1,0.0,229.5343164203397,4.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-09-23 00:00:00,id_79,57.2792313903951
TID00286,app,0.0,group_4,0.0,81.9638212351941,0.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-09-16 00:00:00,id_92,59.15236651638182
TID18972,website,0.0,group_4,0.0,90.86251044091348,2.0,1.0,1.0,2.0,0.0,0.0,4.0,debit,2019-08-15 00:00:00,id_80,63.88357903856184
TID27347,website,0.0,group_6,0.0,31.22407236356242,3.0,1.0,1.0,3.0,0.0,0.0,1.0,debit,2019-09-10 00:00:00,id_94,114.59880415888375
TID00839,app,0.0,group_1,0.0,14.77850502076608,0.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-10-18 00:00:00,id_39,58.66202429346859
TID35935,app,0.0,group_1,0.0,90.8965406588924,0.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-10-19 00:00:00,id_34,54.03060159521941
TID00694,website,0.0,group_1,0.0,94.08647092708236,2.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-08-19 00:00:00,id_82,77.07551713923415
TID11610,website,0.0,group_1,0.0,104.82317980015479,2.0,1.0,1.0,1.0,0.0,0.0,2.0,debit,2019-09-14 00:00:00,id_49,65.94900339173297
TID18792,website,0.0,group_6,0.0,8.540996800211422,1.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-09-07 00:00:00,id_2,107.55127235771575
TID08702,telephone,0.0,group_5,,32.13420569483055,1.0,0.0,1.0,,0.0,0.0,2.0,debit,2019-10-23 00:00:00,id_44,46.157735510055225
TID03876,app,0.0,group_1,0.0,25.402525491584917,0.0,1.0,1.0,3.0,0.0,0.0,5.0,debit,2019-12-04 00:00:00,id_26,52.64400774225182
TID14381,website,0.0,group_1,0.0,15.551367125707337,1.0,2.0,1.0,1.0,0.0,0.0,2.0,debit,2019-10-20 00:00:00,id_89,51.87278505079836
TID04663,website,0.0,group_1,0.0,103.61282697175709,2.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-15 00:00:00,id_69,102.12694375684508
TID31718,whoosh,,group_1,,21.017269498911705,0.0,0.0,1.0,,0.0,0.0,1.0,debit,2019-09-20 00:00:00,id_70,41.8678098117921
TID30255,app,0.0,group_1,0.0,38.179752199785504,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-08-26 00:00:00,id_49,51.69012231290039
TID01423,website,0.0,group_1,0.0,90.55949930691561,1.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-07 00:00:00,id_67,54.263709086906616
TID26395,website,0.0,group_4,0.0,55.969225767845295,2.0,1.0,1.0,1.0,0.0,0.0,3.0,debit,2019-08-13 00:00:00,id_87,71.21722964033106
TID34767,app,0.0,group_1,0.0,41.69202047471758,1.0,1.0,1.0,2.0,0.0,0.0,5.0,debit,2019-12-04 00:00:00,id_66,43.48472044988809
TID35391,website,0.0,group_1,0.0,54.53467993923277,0.0,2.0,1.0,2.0,0.0,0.0,3.0,credit,2019-08-05 00:00:00,id_18,81.01375479522268
TID35438,app,0.0,group_1,0.0,96.01301231910733,0.0,2.0,1.0,2.0,0.0,0.0,1.0,credit,2019-08-05 00:00:00,id_64,51.428988517141185
TID09156,website,0.0,group_1,0.0,35.97710287934733,0.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-12-05 00:00:00,id_1,92.84780526350735
TID29475,website,0.0,group_1,0.0,1.2113594254093247,2.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-08-30 00:00:00,id_43,100.49490715574709
TID03167,website,0.0,group_1,0.0,37.814324678946974,2.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-27 00:00:00,id_68,53.20040729831208
TID19571,website,0.0,group_1,0.0,3.8452611997313824,1.0,1.0,1.0,2.0,0.0,0.0,4.0,debit,2019-12-05 00:00:00,id_8,71.72161267437116
TID08742,app,0.0,group_1,0.0,277.38335344620583,0.0,0.0,1.0,2.0,0.0,0.0,5.0,debit,2019-12-04 00:00:00,id_23,50.984552267240915
TID12618,website,0.0,group_1,0.0,59.76187195064491,1.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-08-08 00:00:00,id_8,64.14047421146486
TID26737,website,1.0,group_4,0.0,56.74840121524358,2.0,1.0,1.0,3.0,0.0,0.0,1.0,credit,2019-09-03 00:00:00,id_50,120.53311605340775
TID07360,app,0.0,group_1,0.0,70.54634993923733,0.0,0.0,1.0,3.0,0.0,0.0,4.0,debit,2019-11-13 00:00:00,id_84,61.715690302144786
TID02110,app,0.0,group_1,0.0,46.13506535672852,0.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2019-10-12 00:00:00,id_76,42.13800524296774
TID09849,website,0.0,group_4,0.0,10.363011873268102,2.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-09-07 00:00:00,id_52,81.75399502254258
TID30799,website,0.0,group_4,0.0,78.74607468630887,3.0,1.0,1.0,3.0,0.0,0.0,3.0,debit,2019-09-27 00:00:00,id_59,84.48752719046969
TID20601,website,0.0,group_1,0.0,16.729818151139934,1.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-09-14 00:00:00,id_93,67.76921350963146
TID24355,website,0.0,group_1,0.0,5.015715369795644,0.0,1.0,1.0,1.0,0.0,0.0,2.0,debit,2019-09-14 00:00:00,id_32,83.91025827718266
TID31377,app,0.0,group_1,0.0,98.34832532716813,1.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-09-04 00:00:00,id_77,56.61145454534141
TID34005,whoosh,0.0,group_1,,8.574356841736654,0.0,0.0,1.0,,0.0,0.0,1.0,debit,2019-09-27 00:00:00,id_14,53.51198187585364
TID07263,website,,group_4,0.0,86.49696571663921,2.0,2.0,1.0,3.0,0.0,0.0,3.0,debit,2019-12-01 00:00:00,id_60,68.74592727043351
TID27080,website,0.0,group_1,0.0,61.89768285469103,1.0,2.0,1.0,1.0,0.0,0.0,3.0,debit,2019-10-14 00:00:00,id_38,86.56024861132154
TID15985,website,0.0,group_4,0.0,108.14992806402174,2.0,2.0,1.0,3.0,0.0,0.0,2.0,debit,2019-12-02 00:00:00,id_5,79.07306831290836
TID34712,website,0.0,group_4,0.0,119.74622003815293,0.0,2.0,2.0,2.0,0.0,0.0,5.0,credit,2019-11-30 00:00:00,id_96,74.83866560708519
TID23655,telephone,0.0,group_1,,386.7430144950109,0.0,2.0,1.0,,0.0,0.0,0.0,credit,2019-09-30 00:00:00,id_7,2.655238371001003
TID12161,app,0.0,group_1,0.0,-0.0340184559883696,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-19 00:00:00,id_43,43.48472044988809
TID32167,website,0.0,group_4,0.0,40.123790537681714,2.0,2.0,1.0,3.0,0.0,0.0,2.0,debit,2019-11-09 00:00:00,id_15,74.62762188535689
TID15110,website,0.0,group_1,0.0,32.25139976672092,2.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-03 00:00:00,id_25,73.69389734560187
TID27436,website,0.0,group_2,0.0,200.46270558538964,3.0,1.0,3.0,0.0,0.0,0.0,2.0,debit,2019-10-08 00:00:00,id_98,50.34027930881607
TID35441,app,0.0,group_4,0.0,172.64401129687482,1.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-08-26 00:00:00,id_0,54.52252146250021
TID32289,website,0.0,group_4,0.0,18.056418618642258,1.0,1.0,1.0,2.0,0.0,0.0,1.0,debit,2019-12-08 00:00:00,id_85,82.94665380988476
TID07462,website,0.0,group_4,0.0,50.89512064626687,3.0,2.0,1.0,2.0,0.0,0.0,5.0,debit,2019-08-10 00:00:00,id_28,71.07371727204246
TID27453,app,0.0,group_1,0.0,225.7161163792399,1.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-06 00:00:00,id_4,43.48472044988809
TID14409,telephone,0.0,group_4,,-97.0,2.0,1.0,1.0,,0.0,0.0,2.0,debit,2019-08-24 00:00:00,id_81,0.0
TID02348,website,0.0,group_1,0.0,28.49748878015138,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-02 00:00:00,id_39,73.69389734560187
TID26097,app,0.0,group_1,0.0,27.14828512390048,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-26 00:00:00,id_78,51.428988517141185
TID29206,website,0.0,group_1,0.0,3.502164539836204,0.0,2.0,1.0,2.0,0.0,0.0,0.0,debit,2019-09-23 00:00:00,id_7,69.24335323600516
TID25570,website,0.0,group_1,0.0,35.5701495548626,1.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-05 00:00:00,id_25,73.69389734560187
TID25511,website,0.0,group_4,0.0,28.35826143503118,2.0,2.0,1.0,3.0,0.0,0.0,1.0,debit,2019-09-02 00:00:00,id_27,86.2776651373537
TID30616,website,0.0,group_4,0.0,35.604937931923075,3.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-10-19 00:00:00,id_56,83.4286900961829
TID21022,app,0.0,group_1,0.0,47.87299907055397,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-08-22 00:00:00,id_21,74.18557739342863
TID17160,website,0.0,group_4,0.0,3.245006037520213,2.0,0.0,1.0,3.0,0.0,0.0,3.0,debit,2019-11-08 00:00:00,id_99,86.94794954392027
TID04006,website,,group_1,0.0,51.152517844195174,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-11 00:00:00,id_45,68.6463697250727
TID06781,app,0.0,group_1,0.0,47.94178208601793,0.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2019-10-11 00:00:00,id_84,65.24668648618487
TID08385,app,0.0,group_1,0.0,74.23988118097073,0.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2019-11-09 00:00:00,id_48,46.157735510055225
TID14521,app,0.0,group_4,0.0,120.86675003531082,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-05 00:00:00,id_51,63.52060845779979
TID28160,website,0.0,group_1,0.0,201.6214405435715,3.0,0.0,2.0,2.0,0.0,0.0,4.0,debit,2019-10-09 00:00:00,id_94,50.00450439826214
TID35251,website,0.0,group_1,0.0,29.424533789899527,1.0,2.0,1.0,2.0,0.0,0.0,0.0,debit,2019-09-02 00:00:00,id_19,63.78782876548828
TID00177,website,0.0,group_6,0.0,99.65224377620066,0.0,1.0,2.0,2.0,0.0,0.0,3.0,credit,2019-10-01 00:00:00,id_43,117.16518654322614
TID31282,app,,group_1,0.0,271.01664557505353,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-08-29 00:00:00,id_39,59.8509515772859
TID06887,website,0.0,group_1,0.0,0.005067232148964869,0.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-09-04 00:00:00,id_51,78.58178377870635
TID29536,app,0.0,group_1,0.0,15.594484395482919,1.0,0.0,1.0,3.0,0.0,0.0,1.0,debit,2019-12-04 00:00:00,id_32,49.33182243095786
TID16371,website,0.0,group_1,0.0,17.989312831754784,1.0,0.0,2.0,2.0,0.0,0.0,1.0,debit,2019-12-07 00:00:00,id_55,87.74636768725138
TID24064,website,,group_1,0.0,10.583376656098803,1.0,1.0,2.0,2.0,0.0,0.0,3.0,debit,2019-11-26 00:00:00,id_58,60.751489917542365
TID06482,website,0.0,group_1,0.0,5.854901934481397,0.0,1.0,1.0,1.0,0.0,0.0,0.0,debit,2019-10-15 00:00:00,id_53,106.07237564449038
TID00393,app,0.0,group_1,0.0,166.35838903847983,0.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2019-10-09 00:00:00,id_75,64.24117034196198
TID01486,website,0.0,group_1,0.0,144.3203988410052,2.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-08-31 00:00:00,id_17,73.98897124464835
TID02340,website,0.0,group_1,0.0,13.204992712380962,2.0,1.0,2.0,2.0,0.0,0.0,2.0,debit,2019-10-22 00:00:00,id_50,71.72161267437116
TID01360,website,0.0,group_4,0.0,86.82558129004245,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-09-27 00:00:00,id_75,75.31437462503789
TID01734,whoosh,1.0,group_1,,6.354125803108231,0.0,0.0,1.0,,3.0,21.0,1.0,debit,2019-10-24 00:00:00,id_40,41.8678098117921
