id,app_or_website,customer_collects,customer_segmentation,is_a_repeat_order,lead_time,n_customer_notes,n_items_above_quantity_10,n_listed_addresses,n_listed_payment_methods,n_previous_cancelled_orders,n_previous_completed_orders,n_small_items,payment_type,slot_date,store_number,total_price,status
TID29223,website,0.0,group_6,0.0,10.000422465519172,0.0,0.0,3.0,2.0,0.0,0.0,2.0,debit,2018-07-28 00:00:00,id_10,85.35218944051321,Not_Canceled
TID28034,app,0.0,group_1,0.0,102.94624537964215,1.0,1.0,1.0,2.0,0.0,0.0,1.0,debit,2019-02-17 00:00:00,id_4,36.952206288834844,Not_Canceled
TID13405,website,0.0,group_1,0.0,-1.0956502887111503,2.0,0.0,1.0,2.0,0.0,0.0,0.0,debit,2018-07-21 00:00:00,id_18,0.0,Not_Canceled
TID02342,app,0.0,group_1,0.0,6.9123890504063095,0.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2019-04-12 00:00:00,id_18,65.24668648618487,Not_Canceled
TID11807,website,0.0,group_1,0.0,-0.747317746538049,1.0,1.0,1.0,2.0,0.0,0.0,4.0,debit,2019-06-04 00:00:00,id_34,46.93866122381294,Not_Canceled
TID08214,website,0.0,group_1,0.0,19.00620854839224,2.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2018-11-12 00:00:00,id_78,42.946877403497105,Not_Canceled
TID05156,telephone,0.0,group_1,,1.8227300832012423,0.0,0.0,1.0,,0.0,1.0,1.0,debit,2018-11-16 00:00:00,id_87,0.0,Not_Canceled
TID11874,website,0.0,group_1,0.0,131.64930740372785,1.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2018-10-02 00:00:00,id_36,53.641715183894455,Not_Canceled
TID07305,app,0.0,group_1,0.0,192.94079917268635,0.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2019-06-01 00:00:00,id_20,56.61145454534141,Not_Canceled
TID34544,website,0.0,group_4,0.0,107.12796916554328,1.0,2.0,1.0,1.0,0.0,0.0,2.0,debit,2019-06-03 00:00:00,id_17,52.159610003594835,Not_Canceled
TID20233,website,0.0,group_4,0.0,57.97354932141018,2.0,0.0,1.0,3.0,0.0,0.0,0.0,debit,2019-03-09 00:00:00,id_63,0.0,Not_Canceled
TID01019,app,0.0,group_4,0.0,44.02489345615919,0.0,1.0,1.0,2.0,0.0,0.0,1.0,debit,2019-05-26 00:00:00,id_61,57.2792313903951,Not_Canceled
TID34685,app,0.0,group_1,0.0,92.41782688014445,1.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-06-03 00:00:00,id_94,49.2002612542528,Not_Canceled
TID05055,website,0.0,group_1,0.0,-0.4476786136455093,0.0,1.0,1.0,1.0,0.0,0.0,2.0,debit,2018-08-15 00:00:00,id_60,83.26967004619024,Not_Canceled
TID07853,app,0.0,group_1,0.0,54.96501604041509,0.0,0.0,1.0,2.0,0.0,0.0,1.0,credit,2019-03-14 00:00:00,id_4,61.208533283227176,Not_Canceled
TID23077,app,0.0,group_1,0.0,32.356194151402,1.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2018-12-09 00:00:00,id_4,38.0534799231996,Not_Canceled
TID34208,website,0.0,group_1,0.0,1.0976322285522226,2.0,2.0,2.0,2.0,0.0,0.0,3.0,debit,2018-08-28 00:00:00,id_13,65.07090964345875,Not_Canceled
TID25222,website,0.0,group_1,0.0,67.14073917703016,1.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-02-15 00:00:00,id_73,47.90782574381023,Not_Canceled
TID10075,app,0.0,group_1,0.0,0.9238912074241585,0.0,2.0,1.0,1.0,0.0,0.0,1.0,debit,2019-02-05 00:00:00,id_85,38.0534799231996,Canceled
TID03942,app,0.0,group_1,0.0,71.98828844748927,0.0,0.0,1.0,1.0,0.0,0.0,1.0,credit,2018-08-26 00:00:00,id_46,50.90605538525684,Not_Canceled
TID13683,app,0.0,group_1,0.0,48.05585636537323,0.0,0.0,1.0,1.0,0.0,0.0,1.0,credit,2018-08-19 00:00:00,id_66,48.805225020760716,Not_Canceled
TID24287,website,0.0,group_1,0.0,6.8792755160974535,1.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-05-02 00:00:00,id_56,53.641715183894455,Not_Canceled
TID08501,app,0.0,group_1,0.0,151.58381398626565,0.0,0.0,1.0,1.0,0.0,0.0,4.0,debit,2018-12-27 00:00:00,id_76,44.02146061300823,Not_Canceled
TID12682,app,0.0,group_1,0.0,13.778597905965452,0.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2018-09-27 00:00:00,id_25,35.1509050041742,Not_Canceled
TID28997,website,0.0,group_1,0.0,3.4749921490275044,0.0,1.0,1.0,2.0,0.0,0.0,1.0,debit,2019-02-12 00:00:00,id_57,60.70067185643273,Not_Canceled
TID28162,app,0.0,group_1,0.0,6.753129974986549,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-04-12 00:00:00,id_13,81.01375479522268,Not_Canceled
TID07155,website,1.0,group_1,0.0,2.801145315903276,1.0,2.0,2.0,2.0,0.0,0.0,1.0,debit,2018-11-12 00:00:00,id_98,61.208533283227176,Not_Canceled
TID27750,app,0.0,group_4,0.0,-0.03198409661229291,1.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2018-09-28 00:00:00,id_23,81.49770004380834,Not_Canceled
TID23857,app,0.0,group_1,0.0,14.538278515836925,0.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2019-01-26 00:00:00,id_42,51.60136156670542,Not_Canceled
TID03252,website,0.0,group_1,0.0,173.06613778907425,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2018-08-16 00:00:00,id_78,51.428988517141185,Canceled
TID13803,website,0.0,group_1,0.0,14.628159251525023,1.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2018-08-25 00:00:00,id_26,56.858170838416115,Not_Canceled
TID22835,website,0.0,group_1,0.0,52.345781527670084,1.0,2.0,1.0,2.0,0.0,0.0,5.0,debit,2019-07-10 00:00:00,id_37,77.07551713923415,Not_Canceled
TID07345,website,0.0,group_1,0.0,14.434875094710192,1.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-06-09 00:00:00,id_49,84.39136190303991,Not_Canceled
TID33129,website,0.0,group_4,0.0,7.253778775045336,1.0,1.0,1.0,3.0,0.0,0.0,4.0,debit,2019-01-18 00:00:00,id_23,72.70887783220186,Canceled
TID02080,website,0.0,group_1,0.0,77.37771486494465,0.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-03-08 00:00:00,id_82,50.09373117174776,Not_Canceled
TID16697,website,0.0,,0.0,4.069981414844105,3.0,1.0,3.0,2.0,0.0,0.0,2.0,debit,2019-06-15 00:00:00,id_37,154.81464099448192,Not_Canceled
TID06770,website,0.0,group_1,0.0,37.85783311735715,1.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2018-09-29 00:00:00,id_10,54.4966494719206,Not_Canceled
TID30268,website,,group_1,0.0,19.91375884144652,1.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2019-06-26 00:00:00,id_24,54.87417752230109,Not_Canceled
TID14179,app,0.0,group_1,0.0,78.97891427435471,0.0,0.0,1.0,2.0,0.0,0.0,2.0,credit,2019-06-01 00:00:00,id_50,63.73742421442466,Not_Canceled
TID09897,app,0.0,group_1,0.0,23.99344912898187,2.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-03-10 00:00:00,id_64,56.61145454534141,Not_Canceled
TID12672,website,0.0,group_1,0.0,0.2674325274775917,0.0,1.0,1.0,2.0,0.0,0.0,0.0,debit,2018-08-15 00:00:00,id_7,75.65735632309772,Not_Canceled
TID09020,website,0.0,group_2,0.0,100.15205561444108,2.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2019-01-22 00:00:00,id_34,48.541571533585135,Not_Canceled
TID21675,app,0.0,group_1,0.0,221.20330648417823,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2018-09-17 00:00:00,id_23,40.784106355353224,Not_Canceled
TID16741,website,0.0,group_6,0.0,17.881324627248013,1.0,0.0,3.0,2.0,0.0,0.0,2.0,debit,2019-04-13 00:00:00,id_90,117.08328310994402,Not_Canceled
TID32218,app,0.0,group_1,0.0,88.45853431059896,0.0,1.0,1.0,1.0,0.0,0.0,1.0,credit,2018-09-12 00:00:00,id_76,54.341374402835676,Not_Canceled
TID33639,website,1.0,group_1,0.0,134.35328658409597,2.0,0.0,2.0,2.0,0.0,0.0,2.0,debit,2019-07-12 00:00:00,id_94,74.43121211238547,Not_Canceled
TID15065,app,0.0,group_1,0.0,55.89230027589906,0.0,0.0,1.0,2.0,0.0,0.0,2.0,credit,2018-08-25 00:00:00,id_19,49.857484751768524,Not_Canceled
TID14553,app,0.0,group_1,0.0,82.41520628959445,0.0,0.0,1.0,2.0,0.0,0.0,1.0,credit,2018-09-07 00:00:00,id_86,65.34709476243616,Not_Canceled
TID31823,whoosh,0.0,group_1,,0.8001593313184566,0.0,0.0,1.0,,0.0,5.0,1.0,debit,2018-12-20 00:00:00,id_27,41.326547409276415,Not_Canceled
TID30750,app,0.0,group_1,0.0,104.66036091395839,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2018-11-10 00:00:00,id_98,46.157735510055225,Not_Canceled
TID32483,website,0.0,group_6,0.0,1.2961032144074225,2.0,0.0,3.0,2.0,0.0,0.0,1.0,debit,2018-08-03 00:00:00,id_22,86.79003251099022,Not_Canceled
TID23791,app,0.0,group_1,0.0,26.4729379064897,0.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-05-17 00:00:00,id_62,69.24335323600516,Not_Canceled
TID19703,app,0.0,group_1,0.0,88.44623694366577,0.0,1.0,1.0,2.0,0.0,0.0,1.0,credit,2018-09-12 00:00:00,id_68,65.34709476243616,Not_Canceled
TID25991,app,0.0,group_1,0.0,16.951273673561204,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-01-29 00:00:00,id_53,52.47221015054013,Not_Canceled
TID17934,website,0.0,group_4,0.0,62.01354693247398,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2019-03-17 00:00:00,id_38,68.6463697250727,Not_Canceled
TID01263,website,0.0,group_1,0.0,38.155750777742824,0.0,0.0,1.0,2.0,0.0,0.0,5.0,debit,2018-09-27 00:00:00,id_29,57.2792313903951,Not_Canceled
TID01539,app,0.0,group_1,0.0,21.815518470439038,0.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2018-07-29 00:00:00,id_30,46.157735510055225,Not_Canceled
TID22052,website,0.0,group_1,0.0,0.609728384845406,0.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-07-12 00:00:00,id_86,64.33680717706277,Not_Canceled
TID24152,app,0.0,group_1,0.0,60.46019210647687,0.0,2.0,1.0,2.0,0.0,0.0,0.0,debit,2018-09-11 00:00:00,id_57,54.548391402892655,Not_Canceled
TID05255,website,0.0,group_4,0.0,137.44906008671379,1.0,1.0,1.0,2.0,0.0,0.0,4.0,debit,2019-06-25 00:00:00,id_68,67.0501224374677,Not_Canceled
TID33050,website,0.0,group_4,0.0,86.64503487946521,1.0,0.0,1.0,3.0,0.0,0.0,4.0,debit,2019-06-06 00:00:00,id_59,82.31930089150171,Not_Canceled
TID17031,app,0.0,group_1,0.0,-1.635451835135844,0.0,1.0,2.0,2.0,0.0,0.0,0.0,debit,2019-05-20 00:00:00,id_3,49.2002612542528,Not_Canceled
TID05670,website,0.0,group_4,0.0,-0.6349526334899224,2.0,0.0,1.0,3.0,0.0,0.0,1.0,debit,2019-05-30 00:00:00,id_92,82.46414581698052,Not_Canceled
TID34595,website,1.0,group_1,0.0,37.12236654653544,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-01-19 00:00:00,id_36,53.66765555669423,Not_Canceled
TID01249,website,0.0,group_1,0.0,45.02202798041508,2.0,1.0,1.0,2.0,0.0,0.0,1.0,debit,2019-04-28 00:00:00,id_68,72.6595682426936,Not_Canceled
TID14965,website,0.0,group_1,0.0,16.484698354079004,1.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2018-10-08 00:00:00,id_60,56.61145454534141,Not_Canceled
TID26702,whoosh,0.0,group_1,,67.79323809346894,2.0,0.0,1.0,,0.0,0.0,1.0,debit,2018-11-09 00:00:00,id_53,40.784106355353224,Not_Canceled
TID04846,website,0.0,group_1,0.0,84.02334322344358,1.0,1.0,1.0,2.0,0.0,0.0,4.0,debit,2019-03-05 00:00:00,id_29,50.09373117174776,Not_Canceled
TID29718,website,0.0,group_1,0.0,110.21530010011067,1.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2019-06-15 00:00:00,id_17,66.39983087718666,Not_Canceled
TID30523,whoosh,0.0,group_1,,0.6820248492318439,0.0,0.0,1.0,,0.0,0.0,1.0,debit,2019-01-21 00:00:00,id_19,48.27767928188303,Not_Canceled
TID03336,website,0.0,group_1,0.0,140.38753680045988,0.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2019-07-30 00:00:00,id_51,60.726081776697875,Canceled
TID05094,website,0.0,group_1,0.0,79.68595622017921,1.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2019-02-22 00:00:00,id_13,48.97910634785504,Not_Canceled
TID23661,website,0.0,group_1,0.0,82.75795112638865,1.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-06-08 00:00:00,id_1,63.68701298502162,Not_Canceled
TID00731,website,0.0,group_2,0.0,30.112199822997248,1.0,1.0,3.0,0.0,0.0,0.0,0.0,debit,2018-12-11 00:00:00,id_82,11.333296436212738,Not_Canceled
TID10364,app,0.0,group_1,0.0,3.7392101610033133,0.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2018-12-16 00:00:00,id_95,43.48472044988809,Not_Canceled
TID33321,website,0.0,group_1,0.0,39.48112855752011,2.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2018-09-12 00:00:00,id_15,56.354267153453414,Not_Canceled
TID11961,website,0.0,group_1,0.0,69.6025686912412,3.0,1.0,2.0,2.0,0.0,0.0,3.0,debit,2019-03-12 00:00:00,id_92,62.34865757917944,Not_Canceled
TID23371,website,0.0,group_1,0.0,0.8697388588062913,0.0,1.0,1.0,2.0,0.0,0.0,0.0,debit,2019-07-01 00:00:00,id_14,74.67671075663941,Not_Canceled
TID14673,website,0.0,group_1,0.0,193.7220889104995,2.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-03-25 00:00:00,id_21,47.34155644421016,Not_Canceled
TID22346,app,0.0,group_1,0.0,41.49460182892306,1.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2018-12-22 00:00:00,id_73,38.0534799231996,Not_Canceled
TID09923,app,,group_1,0.0,10.754639291983864,0.0,1.0,1.0,1.0,0.0,0.0,2.0,debit,2019-03-19 00:00:00,id_84,61.208533283227176,Not_Canceled
TID00533,app,0.0,group_1,0.0,40.37918185104291,1.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2018-12-03 00:00:00,id_9,35.2899995399785,Not_Canceled
TID32058,telephone,1.0,group_1,,-0.07314906520938426,0.0,0.0,1.0,,0.0,2.0,1.0,debit,2019-01-07 00:00:00,id_88,0.0,Not_Canceled
TID08117,app,0.0,group_1,0.0,174.24056567042123,0.0,3.0,1.0,2.0,0.0,0.0,9.0,debit,2019-07-11 00:00:00,id_37,44.69086154922319,Not_Canceled
TID00547,app,0.0,group_1,0.0,13.933329435308433,0.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2018-09-22 00:00:00,id_81,59.17278265513691,Not_Canceled
TID35335,website,0.0,group_1,0.0,1.115919688754999,2.0,1.0,1.0,1.0,0.0,0.0,4.0,debit,2018-08-08 00:00:00,id_55,55.065361626518886,Not_Canceled
TID01151,website,0.0,group_1,0.0,7.90098404367728,1.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2018-08-28 00:00:00,id_40,72.21552848211424,Not_Canceled
TID10721,website,0.0,group_1,0.0,0.9330322014198436,1.0,1.0,1.0,2.0,0.0,0.0,0.0,debit,2019-05-21 00:00:00,id_8,58.66202429346859,Not_Canceled
TID33561,app,0.0,group_5,0.0,69.2706489437624,0.0,2.0,2.0,3.0,0.0,0.0,2.0,debit,2019-03-16 00:00:00,id_68,95.029709352139,Not_Canceled
TID05714,website,0.0,group_1,0.0,68.70928691531189,1.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2018-12-07 00:00:00,id_11,64.89505319209844,Not_Canceled
TID10893,app,0.0,group_1,0.0,5.603068038474978,0.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2018-11-10 00:00:00,id_46,35.2899995399785,Not_Canceled
TID00873,app,0.0,group_1,0.0,44.889698716405924,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2019-01-25 00:00:00,id_42,46.157735510055225,Not_Canceled
TID35678,app,0.0,group_1,0.0,72.92681217817274,0.0,0.0,1.0,2.0,0.0,0.0,3.0,debit,2018-11-01 00:00:00,id_46,51.778857640329825,Not_Canceled
TID31258,website,0.0,group_1,0.0,89.97228048856049,0.0,2.0,1.0,2.0,0.0,0.0,4.0,debit,2018-10-02 00:00:00,id_61,53.641715183894455,Not_Canceled
TID01874,whoosh,,group_1,,0.14275546409125653,0.0,1.0,1.0,,0.0,0.0,0.0,debit,2019-02-26 00:00:00,id_38,48.27767928188303,Not_Canceled
TID14939,website,0.0,group_6,0.0,83.16452680486364,2.0,2.0,3.0,2.0,0.0,0.0,1.0,debit,2019-03-11 00:00:00,id_86,88.36704471652037,Not_Canceled
TID15781,app,0.0,group_1,0.0,71.19993088418845,0.0,0.0,1.0,2.0,0.0,0.0,1.0,credit,2018-08-26 00:00:00,id_91,63.23301024174906,Not_Canceled
TID19375,app,0.0,group_1,0.0,281.5544189546098,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2018-09-17 00:00:00,id_69,47.04474190503637,Not_Canceled
TID15642,app,0.0,group_1,0.0,150.436747687854,0.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2018-12-27 00:00:00,id_51,48.805225020760716,Not_Canceled
TID18599,website,0.0,group_1,0.0,132.4350613853031,1.0,0.0,1.0,1.0,0.0,0.0,3.0,debit,2019-05-17 00:00:00,id_24,69.98837127799601,Not_Canceled
TID11544,website,0.0,group_1,0.0,135.28137618483998,1.0,0.0,2.0,2.0,0.0,0.0,1.0,debit,2019-07-21 00:00:00,id_45,74.43121211238547,Not_Canceled
TID27301,website,0.0,group_1,0.0,-0.0763972317010433,1.0,1.0,1.0,2.0,0.0,0.0,1.0,debit,2018-10-10 00:00:00,id_17,61.208533283227176,Not_Canceled
TID21765,app,0.0,group_1,0.0,15.207518442058173,0.0,2.0,1.0,2.0,0.0,0.0,2.0,debit,2018-09-30 00:00:00,id_6,35.1509050041742,Not_Canceled
TID17829,website,0.0,group_1,0.0,0.8376763721798857,0.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2018-07-16 00:00:00,id_22,58.150521024306194,Not_Canceled
TID22021,website,0.0,group_1,0.0,87.47223556485385,1.0,1.0,1.0,2.0,0.0,0.0,4.0,debit,2019-03-07 00:00:00,id_26,50.09373117174776,Not_Canceled
TID09589,website,0.0,group_4,0.0,14.413598699324625,1.0,2.0,1.0,2.0,0.0,0.0,3.0,debit,2019-07-22 00:00:00,id_68,91.55443882799159,Not_Canceled
TID20872,app,0.0,group_4,0.0,98.3402854203845,0.0,2.0,1.0,2.0,0.0,0.0,5.0,debit,2019-07-12 00:00:00,id_11,50.09373117174776,Not_Canceled
TID17189,website,0.0,group_1,0.0,7.650815141666081,0.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2018-09-22 00:00:00,id_9,55.27192250030847,Not_Canceled
TID15390,app,0.0,group_1,0.0,60.022879258650725,0.0,1.0,1.0,2.0,0.0,0.0,1.0,debit,2018-08-29 00:00:00,id_81,40.784106355353224,Not_Canceled
TID15465,website,0.0,group_1,0.0,90.62917316834935,0.0,0.0,1.0,2.0,0.0,0.0,1.0,debit,2019-06-13 00:00:00,id_44,66.39983087718666,Not_Canceled
TID03257,website,0.0,group_4,0.0,57.26949232215693,1.0,2.0,1.0,2.0,0.0,0.0,5.0,debit,2019-05-05 00:00:00,id_61,79.26749450764945,Canceled
TID05966,app,0.0,group_1,0.0,191.5901978548901,0.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2019-06-01 00:00:00,id_59,56.61145454534141,Not_Canceled
TID32908,app,0.0,group_1,0.0,221.70846241931318,0.0,2.0,1.0,3.0,0.0,0.0,1.0,debit,2018-09-24 00:00:00,id_4,54.03060159521941,Not_Canceled
TID18078,app,0.0,group_1,0.0,281.24439660053247,0.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2018-09-17 00:00:00,id_28,47.04474190503637,Not_Canceled
TID27996,website,0.0,group_1,0.0,38.686681174668934,1.0,0.0,1.0,1.0,0.0,0.0,2.0,debit,2019-02-09 00:00:00,id_96,47.484552718121925,Not_Canceled
TID25167,app,0.0,group_4,0.0,32.14346248241665,0.0,1.0,1.0,2.0,0.0,0.0,2.0,debit,2018-10-07 00:00:00,id_84,43.48472044988809,Not_Canceled
TID05034,website,0.0,group_1,0.0,86.8640083431965,2.0,2.0,1.0,2.0,0.0,0.0,1.0,debit,2018-07-17 00:00:00,id_92,46.95457586793554,Not_Canceled
TID05392,website,0.0,group_1,0.0,71.4178748403074,2.0,0.0,1.0,2.0,0.0,0.0,2.0,debit,2018-10-27 00:00:00,id_42,51.428988517141185,Not_Canceled
TID28285,app,0.0,group_1,0.0,4.353849350218793,0.0,0.0,1.0,1.0,0.0,0.0,1.0,debit,2019-01-27 00:00:00,id_46,44.61062187306449,Not_Canceled
TID11894,app,0.0,group_4,0.0,52.635163870603186,0.0,1.0,1.0,2.0,0.0,0.0,3.0,debit,2018-10-17 00:00:00,id_30,38.0534799231996,Not_Canceled
TID30240,app,0.0,group_1,0.0,86.09241012513459,0.0,0.0,1.0,2.0,0.0,0.0,4.0,debit,2019-02-28 00:00:00,id_19,38.87597883292989,Not_Canceled
TID22246,website,0.0,group_4,0.0,69.62338099571947,3.0,2.0,1.0,3.0,0.0,0.0,2.0,debit,2019-06-23 00:00:00,id_43,78.82992247822678,Not_Canceled
TID12794,website,0.0,group_2,0.0,108.70164505647503,1.0,2.0,3.0,0.0,0.0,0.0,3.0,debit,2019-03-01 00:00:00,id_86,69.24335323600516,Not_Canceled
